"","Time","Lon","Lat","Alt","Ele"
"1","2016-02-17 17:35:17",-81.2501867,30.6526351,NA,-0.32
"2","2016-02-17 17:35:17",-81.2501877,30.6526357,-0.380952380952381,-0.261
"3","2016-02-17 17:35:18",-81.2501881,30.6526358,-0.428571428571429,-0.277
"4","2016-02-17 17:35:18",-81.2501889,30.6526353,-0.476190476190476,-0.376
"5","2016-02-17 17:35:20",-81.2501921,30.6526358,-0.0952380952380952,-0.192
"6","2016-02-17 17:35:20",-81.2501934,30.6526359,0.142857142857143,-0.004
"7","2016-02-17 17:35:21",-81.2501945,30.6526357,0.19047619047619,0.105
"8","2016-02-17 17:35:21",-81.2501964,30.6526353,0.238095238095238,0.192
"9","2016-02-17 17:35:22",-81.2501976,30.6526355,0.19047619047619,0.203
"10","2016-02-17 17:35:22",-81.2501999,30.6526363,0.380952380952381,0.34
"11","2016-02-17 17:35:23",-81.2502017,30.6526363,0.285714285714286,0.483
"12","2016-02-17 17:35:23",-81.2502029,30.6526358,0.428571428571429,0.405
"13","2016-02-17 17:35:24",-81.2502049,30.6526355,4,0.077
"14","2016-02-17 17:35:24",-81.2502054,30.6526362,0.0952380952380952,-0.021
"15","2016-02-17 17:35:25",-81.2502053,30.6526361,0.142857142857143,-0.053
"16","2016-02-17 17:35:25",-81.2502053,30.6526356,0,-0.176
"17","2016-02-17 17:35:26",-81.250205,30.6526355,-0.0476190476190476,-0.236
"18","2016-02-17 17:35:27",-81.2502055,30.6526357,0.0476190476190476,-0.163
"19","2016-02-17 17:35:27",-81.250206,30.6526352,0.0952380952380952,-0.11
"20","2016-02-17 17:35:28",-81.2502069,30.652636,0.238095238095238,-0.149
"21","2016-02-17 17:35:28",-81.2502077,30.6526371,0.476190476190476,0.02
"22","2016-02-17 17:35:29",-81.2502096,30.6526377,0.714285714285714,0.404
"23","2016-02-17 17:35:29",-81.250211,30.6526372,1.19047619047619,0.734
"24","2016-02-17 17:35:30",-81.2502146,30.652635,1.47619047619048,1.317
"25","2016-02-17 17:35:30",-81.2502209,30.6526315,1.71428571428571,1.578
"26","2016-02-17 17:35:31",-81.2502253,30.6526292,2.04761904761905,1.633
"27","2016-02-17 17:35:31",-81.2502306,30.6526262,2,1.824
"28","2016-02-17 17:35:32",-81.2502332,30.6526252,2.42857142857143,1.896
"29","2016-02-17 17:35:32",-81.2502351,30.6526253,2.71428571428571,2.011
"30","2016-02-17 17:35:33",-81.2502357,30.652625,2.52380952380952,2.024
"31","2016-02-17 17:35:33",-81.2502366,30.6526229,2.52380952380952,2.07
"32","2016-02-17 17:35:34",-81.2502381,30.6526197,2.57142857142857,2.122
"33","2016-02-17 17:35:34",-81.2502388,30.6526182,2.76190476190476,2.151
"34","2016-02-17 17:35:35",-81.2502395,30.6526172,3.14285714285714,2.631
"35","2016-02-17 17:35:35",-81.2502395,30.6526176,3.57142857142857,3.294
"36","2016-02-17 17:35:36",-81.2502391,30.6526193,4.76190476190476,4.534
"37","2016-02-17 17:35:36",-81.2502389,30.6526201,6,5.852
"38","2016-02-17 17:35:37",-81.2502433,30.6526189,6.76190476190476,6.649
"39","2016-02-17 17:35:37",-81.2502587,30.6526125,7.80952380952381,7.612
"40","2016-02-17 17:35:38",-81.2502759,30.6526057,8.33333333333333,8.117
"41","2016-02-17 17:35:38",-81.2503098,30.6525941,9.04761904761905,8.812
"42","2016-02-17 17:35:39",-81.2503361,30.6525864,9.85714285714286,9.271
"43","2016-02-17 17:35:39",-81.2503771,30.652577,10.3809523809524,10.089
"44","2016-02-17 17:35:40",-81.2504166,30.6525712,11.2380952380952,11.043
"45","2016-02-17 17:35:40",-81.2504404,30.6525698,12.047619047619,11.736
"46","2016-02-17 17:35:41",-81.2504704,30.6525711,12.7142857142857,12.846
"47","2016-02-17 17:35:41",-81.2504867,30.6525732,13.5238095238095,13.439
"48","2016-02-17 17:35:42",-81.2505079,30.6525752,13.7619047619048,13.93
"49","2016-02-17 17:35:43",-81.2505214,30.6525744,14,14.033
"50","2016-02-17 17:35:43",-81.2505449,30.652568,14.3333333333333,14.085
"51","2016-02-17 17:35:44",-81.2505748,30.652556,14.1428571428571,14.013
"52","2016-02-17 17:35:44",-81.2505992,30.6525465,14.4285714285714,13.939
"53","2016-02-17 17:35:45",-81.2506444,30.6525335,14.2857142857143,13.78
"54","2016-02-17 17:35:45",-81.2506805,30.6525266,14.1904761904762,13.648
"55","2016-02-17 17:35:46",-81.2507398,30.6525195,13.7142857142857,13.644
"56","2016-02-17 17:35:46",-81.2508002,30.6525153,13.6666666666667,13.94
"57","2016-02-17 17:35:47",-81.2508397,30.6525139,13.6666666666667,14.271
"58","2016-02-17 17:35:47",-81.2508962,30.6525137,14.2380952380952,14.899
"59","2016-02-17 17:35:48",-81.2509316,30.6525153,14.5238095238095,15.31
"60","2016-02-17 17:35:48",-81.2509799,30.6525204,15.1428571428571,15.86
"61","2016-02-17 17:35:49",-81.2510084,30.6525253,15.2857142857143,16.103
"62","2016-02-17 17:35:49",-81.2510439,30.6525338,15.5714285714286,16.395
"63","2016-02-17 17:35:50",-81.2510628,30.65254,15.7142857142857,16.37
"64","2016-02-17 17:35:50",-81.2510642,30.6525466,15.4285714285714,16.002
"65","2016-02-17 17:35:51",-81.2510543,30.6525514,14.5238095238095,15.154
"66","2016-02-17 17:35:51",-81.2510473,30.6525554,14.4761904761905,14.715
"67","2016-02-17 17:35:52",-81.2510466,30.6525614,14,14.378
"68","2016-02-17 17:35:52",-81.2510543,30.652565,13.8095238095238,14.447
"69","2016-02-17 17:35:53",-81.2510764,30.6525697,14.1904761904762,14.59
"70","2016-02-17 17:35:53",-81.2510975,30.6525736,14.3809523809524,14.635
"71","2016-02-17 17:35:54",-81.2511393,30.6525812,14.4285714285714,14.76
"72","2016-02-17 17:35:54",-81.2511904,30.6525908,14.5714285714286,14.833
"73","2016-02-17 17:35:55",-81.2512271,30.6525982,14.7142857142857,14.879
"74","2016-02-17 17:35:55",-81.2512863,30.6526101,14.7619047619048,14.883
"75","2016-02-17 17:35:56",-81.2513488,30.6526191,62.0952380952381,14.959
"76","2016-02-17 17:35:56",-81.2513914,30.6526335,14.7142857142857,15.078
"77","2016-02-17 17:35:57",-81.2514553,30.6526486,14.7142857142857,15.333
"78","2016-02-17 17:35:57",-81.2514973,30.6526579,14.4761904761905,15.545
"79","2016-02-17 17:35:58",-81.2515537,30.6526711,14.8571428571429,16.048
"80","2016-02-17 17:35:58",-81.2515813,30.6526785,14.952380952381,16.399
"81","2016-02-17 17:35:59",-81.2516031,30.6526869,15.3809523809524,16.521
"82","2016-02-17 17:36:00",-81.2516042,30.6526895,14.952380952381,15.793
"83","2016-02-17 17:36:00",-81.2515977,30.6526879,14.1428571428571,15.192
"84","2016-02-17 17:36:01",-81.2515902,30.652683,13.6190476190476,14.461
"85","2016-02-17 17:36:01",-81.2515915,30.6526794,13.4285714285714,14.32
"86","2016-02-17 17:36:02",-81.2516067,30.6526731,13.4285714285714,14.492
"87","2016-02-17 17:36:02",-81.2516237,30.6526693,13.7142857142857,14.625
"88","2016-02-17 17:36:03",-81.2516539,30.6526675,14.047619047619,14.774
"89","2016-02-17 17:36:03",-81.2516881,30.6526685,14.1428571428571,14.878
"90","2016-02-17 17:36:04",-81.2517137,30.6526718,14.9047619047619,15.04
"91","2016-02-17 17:36:04",-81.2517464,30.6526754,15.5238095238095,16.097
"92","2016-02-17 17:36:05",-81.2517593,30.6526784,16.1904761904762,16.922
"93","2016-02-17 17:36:05",-81.2517615,30.6526833,17.2380952380952,18.081
"94","2016-02-17 17:36:06",-81.2517544,30.6526856,18,18.751
"95","2016-02-17 17:36:06",-81.2517399,30.6526872,18.8571428571429,19.737
"96","2016-02-17 17:36:07",-81.2517292,30.6526857,19.8095238095238,20.896
"97","2016-02-17 17:36:07",-81.2517259,30.6526834,20.2857142857143,21.762
"98","2016-02-17 17:36:08",-81.2517268,30.6526788,21.952380952381,23.24
"99","2016-02-17 17:36:08",-81.2517302,30.652676,23.6190476190476,24.288
"100","2016-02-17 17:36:09",-81.2517373,30.6526732,24.2857142857143,25.891
"101","2016-02-17 17:36:09",-81.2517442,30.6526726,26.2857142857143,27.537
"102","2016-02-17 17:36:10",-81.2517479,30.6526731,28.047619047619,28.617
"103","2016-02-17 17:36:10",-81.2517514,30.6526744,28.9047619047619,30.294
"104","2016-02-17 17:36:11",-81.2517522,30.6526754,30.6190476190476,31.431
"105","2016-02-17 17:36:11",-81.251752,30.652676,31.2857142857143,33.146
"106","2016-02-17 17:36:12",-81.2517511,30.6526756,33.2857142857143,34.827
"107","2016-02-17 17:36:12",-81.2517507,30.652674,35.0476190476191,36.018
"108","2016-02-17 17:36:13",-81.2517507,30.6526721,36.0476190476191,37.892
"109","2016-02-17 17:36:13",-81.2517509,30.6526711,38.0476190476191,39.28
"110","2016-02-17 17:36:14",-81.2517515,30.6526708,40.1428571428571,41.249
"111","2016-02-17 17:36:14",-81.2517518,30.6526713,41.0952380952381,42.515
"112","2016-02-17 17:36:15",-81.251752,30.6526722,43,44.347
"113","2016-02-17 17:36:16",-81.2517518,30.6526726,43.9047619047619,46.23
"114","2016-02-17 17:36:16",-81.2517516,30.6526724,45.7619047619048,47.47
"115","2016-02-17 17:36:17",-81.2517515,30.6526716,47.7142857142857,49.289
"116","2016-02-17 17:36:17",-81.2517515,30.652671,48.6190476190476,50.515
"117","2016-02-17 17:36:18",-81.2517517,30.6526702,50.5714285714286,52.347
"118","2016-02-17 17:36:18",-81.2517521,30.6526698,51.5238095238095,53.56
"119","2016-02-17 17:36:19",-81.2517525,30.6526695,52.6190476190476,55.33
"120","2016-02-17 17:36:19",-81.2517531,30.6526694,53.8571428571429,56.119
"121","2016-02-17 17:36:20",-81.2517551,30.6526686,54.1428571428571,56.275
"122","2016-02-17 17:36:20",-81.2517654,30.6526652,54.1428571428571,56.271
"123","2016-02-17 17:36:21",-81.2517767,30.6526618,54.0476190476191,56.198
"124","2016-02-17 17:36:21",-81.2517947,30.6526576,54.3809523809524,56.13
"125","2016-02-17 17:36:22",-81.2518091,30.6526566,54.0476190476191,56.097
"126","2016-02-17 17:36:22",-81.2518162,30.6526586,54.0952380952381,56.078
"127","2016-02-17 17:36:23",-81.2518253,30.652663,54.0952380952381,56.025
"128","2016-02-17 17:36:23",-81.251831,30.6526659,54,55.99
"129","2016-02-17 17:36:24",-81.2518395,30.6526693,53.8571428571429,55.933
"130","2016-02-17 17:36:24",-81.2518447,30.6526709,53.8095238095238,55.943
"131","2016-02-17 17:36:25",-81.2518521,30.6526722,53.9047619047619,55.989
"132","2016-02-17 17:36:25",-81.2518612,30.6526728,53.8571428571429,56.05
"133","2016-02-17 17:36:26",-81.2518705,30.6526729,54,56.063
